Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR12873176_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0013531433520067116)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.006765716760033558)	(44.0, 0.005412573408026846)	(45.0, 0.002706286704013423)	(46.0, 0.029769153744147656)	(47.0, 0.27468810045736247)	(48.0, 0.3937647154339531)	(49.0, 0.9174311926605505)	(50.0, 1.3707342155827988)	(51.0, 3.865930556683175)	(52.0, 11.823766609834646)	(53.0, 18.42981245433141)	(54.0, 20.000811886011206)	(55.0, 18.122648913425888)	(56.0, 10.232470027874752)	(57.0, 6.807664203945767)	(58.0, 3.998538605179833)	(59.0, 1.932288706665584)	(60.0, 0.8849557522123894)	(61.0, 0.43841844605017455)	(62.0, 0.2692755270493356)	(63.0, 0.10148575140050337)	(64.0, 0.03247544044816108)	(65.0, 0.02435658033612081)	(66.0, 0.021650293632107385)	(67.0, 0.006765716760033558)	(68.0, 0.004059430056020135)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873177_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0015677175600043898)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0047031526800131685)	(42.0, 0.006270870240017559)	(43.0, 0.0047031526800131685)	(44.0, 0.015677175600043895)	(45.0, 0.059573267280166806)	(46.0, 0.08779218336024582)	(47.0, 0.28375687836079455)	(48.0, 0.7713170395221597)	(49.0, 1.428190697163999)	(50.0, 3.632401586530171)	(51.0, 9.740229200307272)	(52.0, 16.476711555646133)	(53.0, 15.616034615203725)	(54.0, 14.197250223399752)	(55.0, 10.625989621709753)	(56.0, 8.984589336385158)	(57.0, 6.929311615219403)	(58.0, 3.872262373210842)	(59.0, 3.8424757395707587)	(60.0, 2.204210889366172)	(61.0, 0.5377271230815056)	(62.0, 0.1943969774405443)	(63.0, 0.2524025271607067)	(64.0, 0.2006678476805619)	(65.0, 0.025083480960070237)	(66.0, 0.0031354351200087796)	(67.0, 0.0015677175600043898)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873177_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0015639906786155554)	(40.0, 0.0015639906786155554)	(41.0, 0.0031279813572311107)	(42.0, 0.009383944071693334)	(43.0, 0.042227748322619996)	(44.0, 0.037535776286773334)	(45.0, 0.021895869500617778)	(46.0, 0.06725159918046889)	(47.0, 0.25493048061433554)	(48.0, 0.35658987472434667)	(49.0, 0.8320430410234755)	(50.0, 1.42166752686154)	(51.0, 5.47553136583306)	(52.0, 12.863823331612945)	(53.0, 16.931763086692005)	(54.0, 21.31093698681556)	(55.0, 17.379064420776054)	(56.0, 9.0789658893633)	(57.0, 6.238758816997451)	(58.0, 3.7113498803547134)	(59.0, 1.765745476156962)	(60.0, 0.903986612239791)	(61.0, 0.6506201223040711)	(62.0, 0.3972536323683511)	(63.0, 0.15952704921878666)	(64.0, 0.037535776286773334)	(65.0, 0.026587841536464443)	(66.0, 0.009383944071693334)	(67.0, 0.004691972035846667)	(68.0, 0.0031279813572311107)	(69.0, 0.0015639906786155554)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873178_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.010222727679313032)	(43.0, 0.007667045759484775)	(44.0, 0.01533409151896955)	(45.0, 0.0613363660758782)	(46.0, 0.0830596623944184)	(47.0, 0.19295398494703347)	(48.0, 1.1142773170451206)	(49.0, 1.9116500760315371)	(50.0, 2.9121995476443)	(51.0, 5.6761695439385615)	(52.0, 9.472635035843439)	(53.0, 12.085819798867833)	(54.0, 13.678009634920837)	(55.0, 12.837190283297339)	(56.0, 10.681472583922206)	(57.0, 10.979209527582197)	(58.0, 6.670329810751754)	(59.0, 5.553496811786805)	(60.0, 3.7044609427910604)	(61.0, 1.1615574325619433)	(62.0, 0.39613069757338004)	(63.0, 0.32329376285827466)	(64.0, 0.3616289916556985)	(65.0, 0.09328239007373142)	(66.0, 0.011500568639227162)	(67.0, 0.002555681919828258)	(68.0, 0.002555681919828258)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873178_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0012809017548354041)	(41.0, 0.003842705264506212)	(42.0, 0.0051236070193416165)	(43.0, 0.030741642116049697)	(44.0, 0.03970795439989753)	(45.0, 0.0320225438708851)	(46.0, 0.22543870885103112)	(47.0, 0.6404508774177021)	(48.0, 0.9068784424234662)	(49.0, 1.648520558473165)	(50.0, 2.9358268220827464)	(51.0, 6.366081721531959)	(52.0, 11.14000256180351)	(53.0, 15.119764314077111)	(54.0, 17.171768925323427)	(55.0, 16.413475086460867)	(56.0, 10.978608940694249)	(57.0, 7.539387728961189)	(58.0, 4.189829640066607)	(59.0, 2.0366337901882923)	(60.0, 0.9248110669911618)	(61.0, 0.8966312283847829)	(62.0, 0.5661585756372487)	(63.0, 0.11015755091584477)	(64.0, 0.026898936851543487)	(65.0, 0.019213526322531062)	(66.0, 0.015370821058024849)	(67.0, 0.010247214038683233)	(68.0, 0.0025618035096708082)	(69.0, 0.0025618035096708082)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873179_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.008638349334847101)	(42.0, 0.05676629562899524)	(43.0, 0.019744798479650518)	(44.0, 0.04565984648419182)	(45.0, 0.10612829182812154)	(46.0, 0.1036601920181652)	(47.0, 0.5071945109460227)	(48.0, 1.5018387343584174)	(49.0, 2.542142804255004)	(50.0, 4.077300886047832)	(51.0, 7.308043537280648)	(52.0, 9.98593183108325)	(53.0, 10.8078090677987)	(54.0, 11.411259471333022)	(55.0, 10.215465113409186)	(56.0, 9.392353826788757)	(57.0, 9.110990448453736)	(58.0, 8.074388528272083)	(59.0, 9.272650986005875)	(60.0, 3.7823629587580525)	(61.0, 1.0032825727472419)	(62.0, 0.2813633783350199)	(63.0, 0.23446948194584988)	(64.0, 0.11353259125799048)	(65.0, 0.02221289828960683)	(66.0, 0.011106449144803415)	(67.0, 0.003702149714934472)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873179_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.00245935909102088)	(41.0, 0.00983743636408352)	(42.0, 0.006148397727552201)	(43.0, 0.01352647500061484)	(44.0, 0.07746981136715772)	(45.0, 0.06394333636654288)	(46.0, 0.09591500454981432)	(47.0, 0.37013354319864245)	(48.0, 0.7230515727601386)	(49.0, 1.2591918546026906)	(50.0, 2.5146946705688498)	(51.0, 4.151398145643245)	(52.0, 7.792479279899658)	(53.0, 9.973930793635178)	(54.0, 12.100046727822729)	(55.0, 14.599985243845454)	(56.0, 14.206487789282113)	(57.0, 13.4748284597034)	(58.0, 9.691104498167777)	(59.0, 5.2224490297828385)	(60.0, 1.846978677356681)	(61.0, 0.684931506849315)	(62.0, 0.6209881704827722)	(63.0, 0.31848700228720395)	(64.0, 0.09468532500430388)	(65.0, 0.03443102727429232)	(66.0, 0.02213423181918792)	(67.0, 0.02213423181918792)	(68.0, 0.006148397727552201)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873180_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0015656557749213257)	(43.0, 0.0031313115498426513)	(44.0, 0.007828278874606628)	(45.0, 0.03131311549842651)	(46.0, 0.04696967324763977)	(47.0, 0.17222213524134583)	(48.0, 0.6638380485666421)	(49.0, 1.6830799580404252)	(50.0, 4.587371420519484)	(51.0, 9.119944888916724)	(52.0, 14.114386810915752)	(53.0, 14.436911900549546)	(54.0, 13.975043446947755)	(55.0, 10.870348045278764)	(56.0, 8.355904870755115)	(57.0, 8.211864539462352)	(58.0, 5.280956928809632)	(59.0, 4.5920683878442485)	(60.0, 2.212271609963833)	(61.0, 0.8157066587340108)	(62.0, 0.35227254935729835)	(63.0, 0.24424230088772683)	(64.0, 0.1581312332670539)	(65.0, 0.05010098479748242)	(66.0, 0.009393934649527955)	(67.0, 0.0031313115498426513)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873180_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.004706472969156914)	(43.0, 0.028238837814941485)	(44.0, 0.026670013491889178)	(45.0, 0.021963540522732264)	(46.0, 0.12864359449028898)	(47.0, 0.5145743779611559)	(48.0, 0.8173574723102506)	(49.0, 1.2425088638574253)	(50.0, 2.395594741300869)	(51.0, 8.314768912177215)	(52.0, 16.251451162498824)	(53.0, 17.29471933732861)	(54.0, 16.149477581500424)	(55.0, 13.419723259389412)	(56.0, 8.835618587430579)	(57.0, 5.938000062752973)	(58.0, 4.0773744156129395)	(59.0, 2.0849675253365128)	(60.0, 1.0009099181073704)	(61.0, 0.8048068777258323)	(62.0, 0.45025258071601143)	(63.0, 0.1004047566753475)	(64.0, 0.0345141351071507)	(65.0, 0.028238837814941485)	(66.0, 0.01725706755357535)	(67.0, 0.014119418907470743)	(68.0, 0.0031376486461046093)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873181_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0013742682021823378)	(44.0, 0.0013742682021823378)	(45.0, 0.020614023032735067)	(46.0, 0.023362559437099743)	(47.0, 0.14292389302696315)	(48.0, 0.5497072808729351)	(49.0, 1.6230107467773411)	(50.0, 3.057746749855702)	(51.0, 7.557100843800677)	(52.0, 14.253909793035207)	(53.0, 16.92273864167331)	(54.0, 16.27683258664761)	(55.0, 13.54341313250694)	(56.0, 8.384410301514443)	(57.0, 7.382568782123519)	(58.0, 4.908886018195311)	(59.0, 3.063243822664431)	(60.0, 1.1818706538768107)	(61.0, 0.48786521177472997)	(62.0, 0.19652035291207434)	(63.0, 0.2308770579666328)	(64.0, 0.16491218426188053)	(65.0, 0.019239754830552732)	(66.0, 0.005497072808729351)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873181_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0013767088398474606)	(41.0, 0.0013767088398474606)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.016520506078169527)	(45.0, 0.013767088398474606)	(46.0, 0.023404050277406833)	(47.0, 0.17071189614108512)	(48.0, 0.33316353924308545)	(49.0, 0.6897311287635778)	(50.0, 1.2748323856987485)	(51.0, 2.779575147652023)	(52.0, 8.451615567823561)	(53.0, 15.986343048308713)	(54.0, 19.324861984938803)	(55.0, 20.04901083469857)	(56.0, 12.786871704503215)	(57.0, 7.545741151203932)	(58.0, 4.263667277007586)	(59.0, 2.399603507854124)	(60.0, 2.0788303481696655)	(61.0, 1.0201412503269682)	(62.0, 0.5396698652202045)	(63.0, 0.19411594641849195)	(64.0, 0.023404050277406833)	(65.0, 0.016520506078169527)	(66.0, 0.006883544199237303)	(67.0, 0.006883544199237303)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0013767088398474606)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
